audio_path,labels,prediction,probabilities
malfunction/2023-02-12T222550-6.wav,1,1,[5.250623e-04 9.993401e-01]
serviceable/2023-02-08T160103-4.wav,0,0,[0.93496096 0.0596503 ]
serviceable/2023-02-08T163314-4.wav,0,0,[0.83268404 0.16573492]
malfunction/2023-02-08T193417-1.wav,1,1,[0.496296   0.51288897]
serviceable/2023-02-07T144357-3.wav,0,0,[0.80467933 0.1938169 ]
malfunction/2023-02-08T184217-6.wav,1,1,[0.3556234 0.6369776]
malfunction/2023-02-12T214302-1.wav,1,1,[0.00495676 0.9960484 ]
serviceable/2023-02-08T165837-3.wav,0,1,[0.16706017 0.8360785 ]
serviceable/2023-02-08T164914-1.wav,0,1,[0.41397977 0.5862399 ]
malfunction/2023-02-15T164216-2.wav,1,1,[0.06921218 0.92573315]
serviceable/2023-02-08T163414-3.wav,0,0,[0.9164231  0.07945577]
malfunction/2023-02-12T215002-2.wav,1,1,[0.04981824 0.9530141 ]
malfunction/2023-02-08T193017-5.wav,1,1,[0.49117646 0.5247994 ]
serviceable/2023-02-08T163414-5.wav,0,0,[0.92778534 0.0697149 ]
malfunction/2023-02-08T185617-6.wav,1,1,[0.30938262 0.682174  ]
malfunction/2023-02-08T190717-2.wav,1,1,[0.15180671 0.84536564]
serviceable/2023-02-07T142825-6.wav,0,0,[0.6529166  0.35114545]
malfunction/2023-02-12T213602-3.wav,1,1,[0.01022671 0.99112505]
malfunction/2023-02-08T191117-4.wav,1,1,[0.16243261 0.8365329 ]
malfunction/2023-02-12T222250-2.wav,1,1,[0.00172966 0.9986192 ]
malfunction/2023-02-12T090615-4.wav,1,1,[0.20124574 0.8225119 ]
serviceable/2023-02-08T162215-1.wav,0,1,[0.40421236 0.5937074 ]
malfunction/2023-02-08T192717-1.wav,1,1,[0.46593323 0.54303676]
malfunction/2023-02-12T213602-1.wav,1,1,[0.02240818 0.9778241 ]
malfunction/2023-02-15T164216-6.wav,1,0,[0.6332007  0.38172212]
malfunction/2023-02-08T185817-6.wav,1,1,[0.4231061  0.57560503]
malfunction/2023-02-08T195540-2.wav,1,1,[0.11525305 0.87255615]
serviceable/2023-02-08T162915-5.wav,0,0,[0.7103115  0.30146205]
malfunction/2023-02-12T092315-5.wav,1,1,[0.0241527  0.97732145]
serviceable/2023-02-07T150548-2.wav,0,0,[0.5353073  0.47358444]
malfunction/2023-02-08T184018-4.wav,1,1,[0.4420051  0.56075287]
malfunction/2023-02-08T190617-3.wav,1,1,[0.35638267 0.6330967 ]
malfunction/2023-02-15T164016-3.wav,1,1,[0.0344989  0.96577525]
malfunction/2023-02-12T213502-6.wav,1,1,[0.00521727 0.9951037 ]
malfunction/2023-02-08T195840-4.wav,1,1,[0.33158058 0.65600187]
malfunction/2023-02-12T222950-2.wav,1,1,[0.00456811 0.9940491 ]
serviceable/2023-02-07T152228-6.wav,0,0,[0.87745    0.11724579]
malfunction/2023-02-12T214002-1.wav,1,1,[0.01000238 0.99015546]
serviceable/2023-02-08T154708-5.wav,0,1,[0.43394938 0.57441473]
malfunction/2023-02-12T212802-2.wav,1,1,[0.00283731 0.9972697 ]
malfunction/2023-02-08T193417-6.wav,1,1,[0.39091015 0.60552996]
serviceable/2023-02-08T165637-2.wav,0,1,[0.18667474 0.7997249 ]
serviceable/2023-02-07T145448-3.wav,0,0,[0.750102 0.250561]
malfunction/2023-02-12T212206-2.wav,1,1,[0.13495792 0.8580039 ]
malfunction/2023-02-12T213802-4.wav,1,1,[0.00271848 0.9977494 ]
serviceable/2023-02-08T160003-1.wav,0,0,[0.5869776  0.41779274]
malfunction/2023-02-08T193317-2.wav,1,1,[0.43084282 0.5771192 ]
serviceable/2023-02-08T165537-2.wav,0,1,[0.36848226 0.6270332 ]
serviceable/2023-02-08T155903-4.wav,0,0,[0.9027776  0.09563167]
serviceable/2023-02-08T160915-3.wav,0,0,[0.89024633 0.09783877]
serviceable/2023-02-08T162915-3.wav,0,0,[0.57426435 0.4365207 ]
serviceable/2023-02-07T144557-1.wav,0,0,[0.82311666 0.18103705]
serviceable/2023-02-08T160103-1.wav,0,1,[0.2856099 0.7046465]
malfunction/2023-02-12T215702-4.wav,1,1,[0.00141095 0.9986714 ]
malfunction/2023-02-08T193717-1.wav,1,1,[0.4637799  0.54592896]
malfunction/2023-02-15T163816-4.wav,1,1,[0.35546625 0.63154835]
malfunction/2023-02-08T193317-5.wav,1,1,[0.33713338 0.65072984]
malfunction/2023-02-15T163416-1.wav,1,1,[0.41071627 0.587027  ]
