audio_path,labels,prediction,probabilities
malfunction/2023-02-12T213502-4.wav,1,1,[0.45299986 0.55320895]
serviceable/2023-02-07T142225-5.wav,0,0,[0.538566   0.45893115]
malfunction/2023-02-12T222050-1.wav,1,1,[0.07395409 0.9262627 ]
malfunction/2023-02-12T222550-6.wav,1,1,[0.00139608 0.9985114 ]
serviceable/2023-02-08T160103-4.wav,0,0,[0.9835752 0.016352 ]
serviceable/2023-02-08T163314-4.wav,0,0,[0.5943991  0.40111512]
malfunction/2023-02-08T193417-1.wav,1,1,[0.4681319 0.5471409]
serviceable/2023-02-07T144357-3.wav,0,0,[0.8475629  0.16718678]
malfunction/2023-02-08T184217-6.wav,1,1,[0.36300236 0.6397085 ]
malfunction/2023-02-12T214302-1.wav,1,1,[0.05270148 0.94885373]
serviceable/2023-02-08T165837-3.wav,0,1,[0.2615931 0.7322794]
serviceable/2023-02-08T164914-1.wav,0,1,[0.28640288 0.67059153]
malfunction/2023-02-15T164216-2.wav,1,1,[0.33442113 0.70929265]
serviceable/2023-02-08T163414-3.wav,0,0,[0.8690189 0.1402548]
malfunction/2023-02-12T215002-2.wav,1,1,[0.06134374 0.93871456]
malfunction/2023-02-08T193017-5.wav,1,1,[0.48037675 0.523802  ]
serviceable/2023-02-08T163414-5.wav,0,0,[0.9440088  0.05941418]
malfunction/2023-02-08T185617-6.wav,1,1,[0.327511  0.6544818]
malfunction/2023-02-08T190717-2.wav,1,1,[0.4769898  0.54731625]
serviceable/2023-02-07T142825-6.wav,0,0,[0.6121576 0.3870027]
malfunction/2023-02-12T213602-3.wav,1,1,[0.33238843 0.65623045]
malfunction/2023-02-08T191117-4.wav,1,1,[0.28310758 0.71624136]
malfunction/2023-02-12T222250-2.wav,1,1,[0.01790128 0.98187447]
malfunction/2023-02-12T090615-4.wav,1,1,[0.3305233 0.6613381]
serviceable/2023-02-08T162215-1.wav,0,1,[0.3637047  0.64286846]
malfunction/2023-02-08T192717-1.wav,1,1,[0.43334004 0.5415143 ]
malfunction/2023-02-12T213602-1.wav,1,1,[0.15437482 0.84510565]
malfunction/2023-02-15T164216-6.wav,1,1,[0.17672755 0.82434654]
malfunction/2023-02-08T185817-6.wav,1,1,[0.43727353 0.5643072 ]
malfunction/2023-02-08T195540-2.wav,1,1,[0.37145886 0.68757755]
serviceable/2023-02-08T162915-5.wav,0,0,[0.6101713 0.389047 ]
malfunction/2023-02-12T092315-5.wav,1,1,[0.14539312 0.8554057 ]
serviceable/2023-02-07T150548-2.wav,0,1,[0.42226464 0.57660794]
malfunction/2023-02-08T184018-4.wav,1,1,[0.40397736 0.6012926 ]
malfunction/2023-02-08T190617-3.wav,1,1,[0.40289134 0.6039585 ]
malfunction/2023-02-15T164016-3.wav,1,1,[0.03100571 0.9677335 ]
malfunction/2023-02-12T213502-6.wav,1,1,[0.42033508 0.5802103 ]
malfunction/2023-02-08T195840-4.wav,1,1,[0.45820048 0.5417158 ]
malfunction/2023-02-12T222950-2.wav,1,1,[0.19144927 0.8670705 ]
serviceable/2023-02-07T152228-6.wav,0,0,[0.86752063 0.145329  ]
malfunction/2023-02-12T214002-1.wav,1,1,[0.0544447 0.946166 ]
serviceable/2023-02-08T154708-5.wav,0,1,[0.44059   0.5594701]
malfunction/2023-02-12T212802-2.wav,1,1,[0.00272695 0.9973385 ]
malfunction/2023-02-08T193417-6.wav,1,1,[0.3397393 0.6576909]
serviceable/2023-02-08T165637-2.wav,0,1,[0.31068498 0.67545116]
serviceable/2023-02-07T145448-3.wav,0,0,[0.89799106 0.11058495]
malfunction/2023-02-12T212206-2.wav,1,1,[0.31482282 0.6998113 ]
malfunction/2023-02-12T213802-4.wav,1,1,[0.04247256 0.9559495 ]
serviceable/2023-02-08T160003-1.wav,0,0,[0.63959664 0.3525727 ]
malfunction/2023-02-08T193317-2.wav,1,1,[0.43855032 0.5905087 ]
serviceable/2023-02-08T165537-2.wav,0,1,[0.3641641 0.6406418]
serviceable/2023-02-08T155903-4.wav,0,0,[0.81603736 0.1926138 ]
serviceable/2023-02-08T160915-3.wav,0,0,[0.92387664 0.08175626]
serviceable/2023-02-08T162915-3.wav,0,0,[0.55747914 0.44193068]
serviceable/2023-02-07T144557-1.wav,0,0,[0.65137833 0.343675  ]
serviceable/2023-02-08T160103-1.wav,0,1,[0.28796205 0.70586044]
malfunction/2023-02-12T215702-4.wav,1,1,[5.090238e-04 9.994155e-01]
malfunction/2023-02-08T193717-1.wav,1,1,[0.41481698 0.5777304 ]
malfunction/2023-02-15T163816-4.wav,1,1,[0.24131815 0.75604266]
malfunction/2023-02-08T193317-5.wav,1,1,[0.30680373 0.6814778 ]
malfunction/2023-02-15T163416-1.wav,1,0,[0.54540324 0.45235115]
